;Class;Order;Family
denovo155919;Cyanobacteria;SubsectionI;FamilyI
denovo139095;Cyanobacteria;SubsectionI;FamilyI
denovo153067;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo129319;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo124015;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
denovo156107;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo18241;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo11888;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo3293;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo151978;Cyanobacteria;SubsectionI;FamilyI
denovo112317;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo27698;Betaproteobacteria;SC-I-84;uncultured bacterium
denovo117179;Gammaproteobacteria;Alteromonadales;Idiomarinaceae
denovo134751;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo45672;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo13384;Cyanobacteria;SubsectionIII;FamilyI
denovo17802;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo26469;Cyanobacteria;SubsectionIII;FamilyI
denovo139236;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo31815;Cyanobacteria;SubsectionI;FamilyI
denovo35336;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo32586;Sphingobacteriia;Sphingobacteriales;uncultured
denovo156331;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo161474;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo42940;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo42414;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
denovo125376;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4)
denovo109992;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo134179;Cyanobacteria;SubsectionI;FamilyI
denovo161316;Cyanobacteria;SubsectionI;FamilyI
denovo144806;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo15226;Cyanobacteria;SubsectionI;FamilyI
denovo26804;Cyanobacteria;SubsectionI;FamilyI
denovo111804;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae
denovo29420;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo24456;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
denovo118882;Cyanobacteria;SubsectionI;FamilyI
denovo38296;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo155286;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo45045;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo144738;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo121311;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo17497;Gammaproteobacteria;KI89A clade;0
denovo3189;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo2597;Cyanobacteria;SubsectionI;FamilyI
denovo125947;Chloroplast;0;0
denovo114843;Cyanobacteria;SubsectionIII;FamilyI
denovo40555;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae
denovo127399;Cyanobacteria;SubsectionI;FamilyI
denovo153178;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo129510;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo112973;Bacteroidetes Incertae Sedis;Order III;BIgi5
denovo44819;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo21962;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo35432;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo122576;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo126423;Actinobacteria;Frankiales;Sporichthyaceae
denovo117956;Sphingobacteriia;Sphingobacteriales;PHOS-HE51
denovo144395;Cyanobacteria;SubsectionI;FamilyI
denovo155094;Deltaproteobacteria;Myxococcales;Sandaracinaceae
denovo140588;OPB35 soil group;uncultured bacterium;0
denovo1829;Actinobacteria;Micrococcales;Microbacteriaceae
denovo124049;Chlorobia;Chlorobiales;OPB56
denovo44232;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo130232;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo155097;Deltaproteobacteria;Desulfarculales;Desulfarculaceae
denovo39477;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo22453;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo41133;Cyanobacteria;SubsectionI;FamilyI
denovo2182;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo22311;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo119999;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo27488;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo124067;Cyanobacteria;SubsectionI;FamilyI
denovo18442;Betaproteobacteria;SC-I-84;0
denovo126024;Cyanobacteria;SubsectionI;FamilyI
denovo163026;Actinobacteria;Frankiales;Sporichthyaceae
denovo34301;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo31156;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo31383;ML635J-21;uncultured cyanobacterium;0
denovo42643;Betaproteobacteria;Burkholderiales;0
denovo12202;Gammaproteobacteria;uncultured gamma proteobacterium;0
denovo151464;Gammaproteobacteria;Xanthomonadales;uncultured
denovo131788;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo46417;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo130147;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo161968;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo135159;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo130509;Deltaproteobacteria;Oligoflexales;0319-6G20
denovo46533;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo163583;Actinobacteria;Frankiales;Sporichthyaceae
denovo34455;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo39169;Deltaproteobacteria;Desulfarculales;Desulfarculaceae
denovo128544;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo110123;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo111315;Betaproteobacteria;SC-I-84;uncultured bacterium
denovo23180;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo112682;Cyanobacteria;SubsectionI;FamilyI
denovo30099;Deltaproteobacteria;Oligoflexales;0319-6G20
denovo116883;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo41136;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo20954;Chloroplast;0;0
denovo116077;uncultured bacterium;0;0
denovo163504;Cytophagia;Cytophagales;Cytophagaceae
denovo114058;0;0;0
denovo44793;Opitutae;Opitutae vadinHA64;uncultured Verrucomicrobium sp.
denovo128855;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo22050;Actinobacteria;Propionibacteriales;Nocardioidaceae
denovo158913;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo116705;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo163610;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo114817;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
denovo31290;Cytophagia;Cytophagales;Cytophagaceae
denovo132889;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo123721;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo117175;Chloroplast;0;0
denovo121655;0;0;0
denovo16780;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo161635;Cyanobacteria;SubsectionI;FamilyI
denovo29509;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo139023;Cyanobacteria;SubsectionI;FamilyI
denovo158620;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo151443;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo2118;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo43892;Cyanobacteria;SubsectionI;FamilyI
denovo163625;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo134131;Betaproteobacteria;0;0
denovo160414;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo129573;Gammaproteobacteria;Xanthomonadales;Solimonadaceae
denovo126478;Actinobacteria;Micrococcales;Microbacteriaceae
denovo115195;Chloroplast;0;0
denovo157912;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo162179;Actinobacteria;Frankiales;Sporichthyaceae
denovo136391;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo29682;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo158071;Cytophagia;Cytophagales;Cytophagaceae
denovo152445;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo44379;Actinobacteria;Micrococcales;Microbacteriaceae
denovo32570;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo46014;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo26406;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo124712;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo140399;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo18115;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo153315;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo118490;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo138318;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo109722;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo133251;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo137312;Actinobacteria;Micrococcales;Microbacteriaceae
denovo32316;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo16890;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo36912;Cytophagia;Cytophagales;Cytophagaceae
denovo74361;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo71153;Cyanobacteria;SubsectionIII;FamilyI
denovo68735;Candidatus Azambacteria;uncultured bacterium;0
denovo66569;uncultured bacterium;0;0
denovo6778;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo68512;Cyanobacteria;SubsectionIII;FamilyI
denovo65864;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group
denovo70713;Deltaproteobacteria;Bradymonadales;uncultured delta proteobacterium
denovo63025;Actinobacteria;Frankiales;Sporichthyaceae
denovo74070;Spirochaetes;Spirochaetales;Spirochaetaceae
denovo74925;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo71549;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo61713;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo63469;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo69412;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo62358;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo65839;OPB35 soil group;uncultured bacterium;0
denovo65354;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo67077;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo72008;Cyanobacteria;SubsectionI;FamilyI
denovo68150;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo63888;Gammaproteobacteria;Methylococcales;Crenotrichaceae
denovo74423;OPB35 soil group;uncultured bacterium;0
denovo68489;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo67625;Actinobacteria;Frankiales;Sporichthyaceae
denovo67981;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo727;uncultured bacterium;0;0
denovo67757;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo63605;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo6906;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo104751;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo105342;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo1055;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo106422;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo93532;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo97893;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo85023;OPB35 soil group;uncultured bacterium;0
denovo80628;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo99732;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo92807;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo80966;Actinobacteria;Micrococcales;0
denovo93567;Cyanobacteria;SubsectionI;FamilyI
denovo82069;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo91849;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo82866;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo92596;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo93011;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo96830;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo92862;Bacteroidetes Incertae Sedis;Order II;Rhodothermaceae
denovo61342;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo85630;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo92901;Chloroplast;0;0
denovo91419;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo9554;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo60330;Actinobacteria;Frankiales;Sporichthyaceae
denovo60616;Cyanobacteria;SubsectionI;FamilyI
denovo91306;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo83980;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo83749;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo95264;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo57651;Betaproteobacteria;Betaproteobacteria Incertae Sedis;Unknown Family
denovo5908;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo61355;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo94897;Chloroplast;0;0
denovo85664;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo80351;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo81317;Candidatus Campbellbacteria;uncultured bacterium;0
denovo78671;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo89805;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo60179;Cyanobacteria;SubsectionI;FamilyI
denovo80126;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo7750;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo84191;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo57672;Thermoleophilia;Solirubrobacterales;TM146
denovo9716;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo93817;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo99211;Actinobacteria;Frankiales;Sporichthyaceae
denovo81561;Actinobacteria;Micrococcales;Microbacteriaceae
denovo77712;WCHB1-32;0;0
denovo994;Cyanobacteria;SubsectionI;FamilyI
denovo82810;uncultured bacterium;0;0
denovo94016;Chloroplast;0;0
denovo84656;Cytophagia;Cytophagales;Cytophagaceae
denovo57907;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo93112;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo90322;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo84731;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo91678;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo84028;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo98361;Cyanobacteria;SubsectionI;FamilyI
denovo82435;Sphingobacteriia;Sphingobacteriales;KD3-93
denovo89959;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo76823;Actinobacteria;Micrococcales;Microbacteriaceae
denovo8029;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo80463;Chloroplast;0;0
denovo89753;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo58235;Actinobacteria;Micrococcales;Microbacteriaceae
denovo83672;Melainabacteria;Caenarcaniphilales;uncultured cyanobacterium
denovo104151;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo103979;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo108657;Deltaproteobacteria;43F-1404R;0
denovo108399;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo10540;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo88679;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo88677;Gammaproteobacteria;Xanthomonadales;Solimonadaceae
denovo89213;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo87970;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo142600;uncultured bacterium;0;0
denovo141823;Deltaproteobacteria;Bradymonadales;uncultured delta proteobacterium
denovo143430;Sphingobacteriia;Sphingobacteriales;uncultured
denovo8881;Ignavibacteria;Ignavibacteriales;BSV26
denovo88716;Spartobacteria;Chthoniobacterales;LD29
denovo143203;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo141481;Gammaproteobacteria;0;0
denovo87907;Cyanobacteria;SubsectionI;FamilyI
denovo142773;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo88170;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo142879;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo14158;Actinobacteria;Frankiales;Sporichthyaceae
denovo87379;Gammaproteobacteria;Methylococcales;pLW-20
denovo87966;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo141954;Actinobacteria;Micrococcales;Microbacteriaceae
denovo107808;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo148104;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo149941;Cyanobacteria;SubsectionI;FamilyI
denovo147701;Cyanobacteria;SubsectionI;FamilyI
denovo1465;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo145695;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo145917;Chloroflexia;Chloroflexales;Chloroflexaceae
denovo146160;Chloroplast;Pedinomonas minor;0
denovo147902;Cyanobacteria;SubsectionI;FamilyI
denovo14997;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo14653;Cyanobacteria;SubsectionI;FamilyI
denovo145505;Deltaproteobacteria;Oligoflexales;Oligoflexaceae
denovo149922;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo149344;Cyanobacteria;SubsectionI;FamilyI
denovo149927;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo14731;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo148083;Cyanobacteria;SubsectionI;FamilyI
denovo14509;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo147220;Ignavibacteria;Ignavibacteriales;BSV26
denovo146575;Actinobacteria;Micrococcales;Microbacteriaceae
denovo1450;Elusimicrobia;Lineage IIb;uncultured bacterium
denovo15004;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo146402;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo150260;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo145847;Spartobacteria;Chthoniobacterales;LD29
denovo145101;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo146502;Actinobacteria;Micrococcales;Microbacteriaceae
denovo5532;Cyanobacteria;SubsectionI;FamilyI
denovo56601;Cyanobacteria;SubsectionIII;FamilyI
denovo51020;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo55934;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo53662;Sphingobacteriia;Sphingobacteriales;uncultured
denovo50403;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo56879;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo48466;OPB35 soil group;0;0
denovo54516;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo55600;Cyanobacteria;SubsectionI;FamilyI
denovo51858;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo55839;Cyanobacteria;SubsectionI;FamilyI
denovo51330;Gammaproteobacteria;Oceanospirillales;Hahellaceae
denovo49927;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo48062;Ignavibacteria;Ignavibacteriales;PHOS-HE36
denovo53758;Actinobacteria;Frankiales;Sporichthyaceae
denovo51322;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo51896;OPB35 soil group;uncultured bacterium;0
denovo54826;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo49761;Deltaproteobacteria;Myxococcales;0
denovo53881;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo4941;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo103921;Actinobacteria;Micrococcales;Microbacteriaceae
denovo107189;Actinobacteria;Micrococcales;Microbacteriaceae
denovo109273;Actinobacteria;Frankiales;Sporichthyaceae
denovo106282;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo20768;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo18384;Actinobacteria;PeM15;uncultured bacterium
denovo37614;Cytophagia;Cytophagales;Cytophagaceae
denovo1358;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo10990;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo17977;Sphingobacteriia;Sphingobacteriales;uncultured
denovo35654;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo1243;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo111201;0;0;0
denovo113437;Cyanobacteria;SubsectionI;FamilyI
denovo27537;Cyanobacteria;SubsectionI;FamilyI
denovo31526;Cyanobacteria;SubsectionI;FamilyI
denovo31940;Cyanobacteria;SubsectionI;FamilyI
denovo11861;Cyanobacteria;SubsectionIII;FamilyI
denovo129583;Cyanobacteria;SubsectionIII;FamilyI
denovo160782;Cyanobacteria;SubsectionIV;FamilyI
denovo1761;Clostridia;Clostridiales;Ruminococcaceae
denovo111568;uncultured bacterium;0;0
denovo20581;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo157814;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo34147;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo12624;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo153360;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo144964;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo129752;Betaproteobacteria;Nitrosomonadales;Gallionellaceae
denovo120559;Gammaproteobacteria;Chromatiales;Halothiobacillaceae
denovo25773;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
denovo34026;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo41924;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo45014;Spartobacteria;Chthoniobacterales;LD29
denovo28072;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo112006;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo24757;Bacteroidia;Bacteroidales;Rikenellaceae
denovo26164;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo114756;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo153787;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo120614;Cyanobacteria;SubsectionI;FamilyI
denovo1864;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo18385;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo22175;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo37460;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo118227;Gammaproteobacteria;Methylococcales;Crenotrichaceae
denovo42598;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo46994;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo122008;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo120931;Cyanobacteria;SubsectionI;FamilyI
denovo124792;Cyanobacteria;SubsectionI;FamilyI
denovo125362;Cyanobacteria;SubsectionI;FamilyI
denovo115501;Cyanobacteria;SubsectionIII;FamilyI
denovo36597;Melainabacteria;Gastranaerophilales;uncultured bacterium
denovo23644;Deltaproteobacteria;Bradymonadales;uncultured bacterium
denovo24885;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo22616;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo22425;Cyanobacteria;SubsectionIII;FamilyI
denovo34687;Cyanobacteria;SubsectionIII;FamilyI
denovo112942;Gammaproteobacteria;0;0
denovo131455;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo39598;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo18535;Clostridia;Clostridiales;Clostridiaceae 4
denovo2499;Chloroplast;0;0
denovo158629;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo44449;OPB35 soil group;uncultured bacterium;0
denovo36166;Actinobacteria;Frankiales;Sporichthyaceae
denovo137175;Cyanobacteria;SubsectionIV;FamilyI
denovo1629;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo35382;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo46983;Bacteroidia;Bacteroidales;Prolixibacteraceae
denovo159457;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo135364;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo17077;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo122542;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo35627;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo35186;Betaproteobacteria;TRA3-20;0
denovo131571;0;0;0
denovo120519;Cyanobacteria;SubsectionI;FamilyI
denovo157717;uncultured bacterium;0;0
denovo1702;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo134657;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo32894;Spirochaetes;Spirochaetales;PL-11B10
denovo13921;Opitutae;Opitutales;Opitutaceae
denovo121571;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo132879;Actinobacteria;Frankiales;Sporichthyaceae
denovo161998;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo22287;Chlorobia;Chlorobiales;SJA-28
denovo42016;Cyanobacteria;SubsectionI;FamilyI
denovo1338;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo111815;Spirochaetes;Spirochaetales;Spirochaetaceae
denovo41027;Opitutae;Opitutales;Opitutaceae
denovo136047;uncultured bacterium;0;0
denovo144367;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo116733;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo132686;uncultured bacterium;0;0
denovo28385;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo144920;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo35808;Deltaproteobacteria;Myxococcales;BIrii41
denovo21229;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo125549;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo35740;Cyanobacteria;SubsectionI;FamilyI
denovo44523;Cyanobacteria;SubsectionI;FamilyI
denovo23332;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo39634;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo14464;Cyanobacteria;SubsectionI;FamilyI
denovo44845;Gammaproteobacteria;HTA4;0
denovo16902;Cytophagia;Cytophagales;Cytophagaceae
denovo21647;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo21036;Cyanobacteria;SubsectionI;FamilyI
denovo114302;Cyanobacteria;SubsectionIII;FamilyI
denovo32846;Betaproteobacteria;Burkholderiales;Comamonadaceae
