OUT,Phylum,Order,Class,Family,Species
denovo71225,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo36255,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo103016,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
denovo61480,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus Paenicardinium
denovo103307,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,uncultured
denovo1430,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
denovo83483,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo62094,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo160116,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo124678,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo134807,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo139536,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo124267,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo16139,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured
denovo130916,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo13657,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo85964,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter
denovo8516,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo95864,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo62705,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo26512,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter
denovo71177,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo122359,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo50945,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo157572,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo51938,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo49032,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,
denovo21718,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo84656,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,
denovo53881,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
denovo90543,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo158913,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo103918,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo139015,Verrucomicrobia,OPB35 soil group,,,
denovo16892,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
denovo7934,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo15341,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo39542,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo20282,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,
denovo77959,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo18210,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo76640,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo83142,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,uncultured bacterium
denovo77530,Spirochaetae,Spirochaetes,Spirochaetales,Brevinemataceae,Brevinema
denovo37278,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo56482,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo3125,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo85067,WS6,uncultured candidate division WS6 bacterium,,,
denovo61841,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo51628,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo130089,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo2924,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium
denovo93242,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo63269,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,uncultured
denovo92997,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo34402,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo114518,Elusimicrobia,Elusimicrobia,MVP-88,uncultured bacterium,
denovo127331,Bacteroidetes,Bacteroidetes Incertae Sedis,Order III,BIgi5,uncultured bacterium
denovo73009,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo4235,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo89775,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia
denovo119373,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,
denovo3212,Planctomycetes,OM190,uncultured bacterium,,
denovo58701,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo28669,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo146848,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo3469,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo12713,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo105039,Proteobacteria,Gammaproteobacteria,uncultured,,
denovo129447,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo28911,Acidobacteria,Holophagae,Holophagales,Holophagaceae,uncultured
denovo156147,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter
denovo50163,Parcubacteria,uncultured bacterium,,,
denovo51986,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo127148,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo3584,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
denovo151256,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter
denovo99626,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinibacter
denovo14930,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo29329,Proteobacteria,Deltaproteobacteria,Myxococcales,,
denovo47188,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo31089,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo11845,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,ST-12K33,
denovo12438,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo66431,TM6 (Dependentiae),uncultured bacterium,,,
denovo62296,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo83719,Chloroflexi,SJA-15,uncultured bacterium,,
denovo143610,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo83952,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo104093,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo6979,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo100802,Proteobacteria,Gammaproteobacteria,Methylococcales,pLW-20,uncultured bacterium
denovo77952,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo121380,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo121954,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo119974,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
denovo102677,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo77702,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo52921,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo120580,Bacteroidetes,Bacteroidetes VC2.1 Bac22,uncultured bacterium,,
denovo115813,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo26551,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo161376,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo94785,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo31212,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Malikia
denovo121463,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,
denovo117709,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Pleurocapsa
denovo118802,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured gamma proteobacterium
denovo136903,Planctomycetes,vadinHA49,uncultured bacterium,,
denovo98092,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo76211,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,
denovo28155,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
denovo51873,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo92934,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo118567,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo37442,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo6239,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo103209,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo42098,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo111201,Chloroflexi,SJA-15,uncultured bacterium,,
denovo41173,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo483,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo98849,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo128694,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo23412,SR1 (Absconditabacteria),uncultured candidate division SR1 bacterium,,,
denovo106179,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,
denovo87249,Verrucomicrobia,Spartobacteria,Chthoniobacterales,LD29,uncultured bacterium
denovo98932,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,
denovo81604,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo117060,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo137626,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo55285,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,12up
denovo22088,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured
denovo88714,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo2870,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo34157,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
denovo54009,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo45258,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo150726,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo129522,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo131517,Proteobacteria,Betaproteobacteria,Burkholderiales,,
denovo63328,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,uncultured
denovo89861,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo145993,Acidobacteria,Holophagae,Subgroup 10,ABS-19,uncultured bacterium
denovo68375,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
denovo146092,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo127104,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
denovo101528,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo68946,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo139023,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo40014,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
denovo115458,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo83006,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo121799,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo126478,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo70996,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
denovo1526,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo30777,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo92272,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo123022,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo70658,Proteobacteria,Gammaproteobacteria,uncultured bacterium,,
denovo7013,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
denovo161997,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo129890,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo262,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo111938,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo50210,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo81937,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured
denovo94614,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo157460,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo82435,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo64824,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo123977,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo108132,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo131347,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo7757,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
denovo43905,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter
denovo102370,Saccharibacteria,uncultured bacterium,,,
denovo15218,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,12up
denovo39570,Microgenomates,Candidatus Pacebacteria,uncultured bacterium,,
denovo130636,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo35983,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo9557,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured bacterium
denovo84683,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo51168,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
denovo117136,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
denovo86082,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo41561,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo150430,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
denovo11047,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
denovo96840,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo101512,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella
denovo3126,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo127091,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo87058,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
denovo11539,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
denovo2561,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo111416,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo28533,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo137159,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo94983,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,uncultured
denovo115323,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
denovo69609,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo32470,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo82219,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo135695,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
denovo139633,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta 2
denovo37766,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo124875,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo67210,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,OM43 clade
denovo63165,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium
denovo57525,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
denovo8029,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo23012,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured soil bacterium
denovo95769,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo161460,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo74457,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo12125,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo142606,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera
denovo73852,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo162846,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,
denovo33454,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo10929,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo43377,Bacteroidetes,Bacteroidetes Incertae Sedis,Order II,Rhodothermaceae,uncultured
denovo88662,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium
denovo82492,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
denovo126551,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo126535,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo156311,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo137531,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo54537,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
denovo136469,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
denovo104198,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo52008,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo100126,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo73434,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo75771,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea
denovo120292,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo44793,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo104942,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Candidatus Competibacter
denovo21947,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo126061,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo8948,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo31017,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo67750,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
denovo130928,Proteobacteria,Gammaproteobacteria,34P16,uncultured soil bacterium,
denovo91175,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia
denovo118775,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
denovo54709,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
denovo91676,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo127709,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo145838,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo86543,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo148344,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera
denovo90368,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
denovo79862,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured
denovo65901,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured Bacteroidetes bacterium
denovo13759,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium
denovo50187,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo133877,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo136787,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo1864,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo71743,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo12674,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured bacterium,
denovo5789,Proteobacteria,,,,
denovo144469,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo151135,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,
denovo65048,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo35769,Fibrobacteres,Fibrobacteria,Fibrobacterales,possible family 01,uncultured bacterium
denovo153903,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
denovo2417,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo139872,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia
denovo120117,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo148369,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo10922,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo107581,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo100530,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo49761,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
denovo113591,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas
denovo106988,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo158143,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo112970,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,OM43 clade
denovo18040,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured
denovo113346,SR1 (Absconditabacteria),uncultured bacterium,,,
denovo156107,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo137018,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo34294,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo154537,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo142732,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo67846,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
denovo134170,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo145702,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo26202,Spirochaetae,Spirochaetes,Spirochaetales,PL-11B10,uncultured bacterium
denovo114843,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Oscillatoria
denovo50305,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo55472,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
denovo118988,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo105787,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
